title	author	abs_finished	abs_started	issues	match	hardcover_title	status	media	hardcover_finished	book_id	edition_id	asin	isbn	candidates	review_decision	review_note	export_record_numbers
Dust of Dreams	Steven Erikson	2025-05-19	2025-05-19	finish date missing/different	title/author	Dust of Dreams	Read	Audio		446326	23479765	B00U0IPOSK			original exact match retained		
Dust of Dreams	Steven Erikson	2025-05-19	2025-05-19	finish date missing/different	title/author	Dust of Dreams	Read	Audio		446326	23479765	B00U0IPOSK			original exact match retained		
The Crippled God	Steven Erikson	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Crippled God	Read	Ebook		440991	30512982	B0118MSZCI			original exact match retained		
Sing the Four Quarters	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	Sing the Four Quarters	Read	Book		457167	30424588	B0784XT5NY			original exact match retained		
Fifth Quarter	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	manual book-level pairing	Fifth Quarter	Read	Book		457209	30433189	B0778YPXSV			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	837
No Quarter	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	No Quarter	Read	Book		2026454	30433195	B078NHK2CT			original exact match retained		
The Quartered Sea	Tanya Huff	2025-05-19	2025-05-19	no read audiobook in export; finish date missing/different	title/author	The Quartered Sea	Read	Book		457216	30433193	B079J4Z328			original exact match retained		
Stray Cat Strut: A Young Lady's Journey to Becoming a Pop-Up Samurai	RavensDagger	2025-05-19	2025-05-19	finish date missing/different	title/author	Stray Cat Strut: A Young Lady's Journey to Becoming a Pop-Up Samurai	Read	Audio		768870	31149858	B09L5B5ZTK			original exact match retained		
Stray Cat Strut 2	RavensDagger	2025-05-19	2025-05-19	finish date missing/different	title/author	Stray Cat Strut 2	Read	Audio		918825	31149860	B0BDGK8QLF			original exact match retained		
Stray Cat Strut 3	RavensDagger	2025-05-19	2025-05-19	finish date missing/different	title/author	Stray Cat Strut 3	Read	Audio		917388	31149861	B0BLH1RPNG	9781039420342		original exact match retained		
Stray Cat Strut 4	RavensDagger	2025-05-19	2025-05-19	finish date missing/different	title/author	Stray Cat Strut 4	Read	Audio		768871	31149873	B0C2R4K4NH			original exact match retained		
Stray Cat Strut 5: A Cyberpunk LitRPG	RavensDagger	2025-05-19	2025-05-19	finish date missing/different	manual book-level pairing	Stray Cat Strut 5	Read	Audio		1125830	31150013	B0CHT5SLRV			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	845
Metal from Heaven	August Clarke	2025-05-20	2025-05-18	no read audiobook in export	manual book-level pairing	Metal from Heaven	Read	Book	2025-05-20	1250823	32164700	B0DJRM6DPZ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2110
A Blade So Black	L.L. McKinney	2025-05-20	2025-05-20	no read audiobook in export	title/author	A Blade So Black	Read	Book	2025-05-20	448891	7282278	1250207304			original exact match retained		
Quicksilver	Callie Hart	2025-05-21	2025-05-20		title/author	Quicksilver	Read	Audio	2025-05-21	1421303	31707189	B0DBJ8Y2K1			original exact match retained		
A Darker Shade of Magic	V. E. Schwab	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Darker Shade of Magic	Read	Ebook		374090	30399523	B00VVZPEX6			original exact match retained		
Artificial Condition	Martha Wells	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Artificial Condition	Read	Book	2025-06-07	427537	7638727	B07BFDDWXN	9781501977831		original exact match retained		
Artificial Condition (Dramatized Adaptation)	Martha Wells	2025-05-22	2025-05-22	no read audiobook in export; edition scope needs review; finish date missing/different	manual book-level pairing	Artificial Condition	Read	Book	2025-06-07	427537	7638727	B0CK9HTFG5			paired manually	Same underlying work; dramatized edition is not established by this pairing.	37
Rogue Protocol	Martha Wells	2025-05-22	2025-05-22	finish date missing/different	identifier	Rogue Protocol	Read	Audio	2025-06-08	427560	30615281	B07D9RHRH5	9781501999796		original exact match retained		
Network Effect	Martha Wells	2025-05-22	2025-05-22	finish date missing/different	identifier	Network Effect	Read	Audio	2025-06-15	440171	30663334	1980021716			original exact match retained		
Fugitive Telemetry	Martha Wells	2025-05-22	2025-05-22	finish date missing/different	identifier	Fugitive Telemetry	Read	Audio	2025-06-15	435167	30404883	1980080631			original exact match retained		
Ink & Sigil	Kevin Hearne	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ink & Sigil	Read	Book		430140	31515688	0593213882	9780593213889		original exact match retained		
Paper & Blood	Kevin Hearne	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Paper & Blood	Read	Book		430141	27174476	0593214919	9780593214916		original exact match retained		
Candle & Crow	Kevin Hearne	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Candle & Crow	Read	Book		1254793	31461371	B0CTNGWFB9			original exact match retained		
Electric Angel: A Cyberpunk LitRPG	Plum Parrot	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Electric Angel	Read	Ebook		1603697	31677238	B0CBNFGWT2			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	846
Ghost Chrysalis: A Dystopian Sci-Fi Adventure	Plum Parrot	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ghost Chrysalis: A Dystopian Sci-Fi Adventure	Read	Book		1612310	31687333	B0CJ5V8JMM			original exact match retained		
Fortune's Envoy: A Dystopian Sci-Fi Adventure	Plum Parrot	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Fortune's Envoy: A Dystopian Sci-Fi Adventure	Read	Ebook		1612362	31687406	B0CPKT8GBD			original exact match retained		
Jovian Reverie	Plum Parrot	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Jovian Reverie: A Dystopian Sci-Fi Adventure	Read	Book		1612275	31687284	B0CZPL4VRQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1108
By a Silver Thread	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	By a Silver Thread	Read	Book		1096992	31121017	B0C448L77M			original exact match retained		
With a Golden Sword	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	With a Golden Sword	Read	Book		1254290	31279351	B0CJSKZ24L			original exact match retained		
To the Bloody End	Rachel Aaron	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	To the Bloody End	Read	Book		1254823	31279882	B0CT4B23YL			original exact match retained		
The Sins on Their Bones	Laura R. Samotin	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	The Sins on Their Bones	Read	Book	2024-11-23	1086190	31687459	B0CKS19LMM			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1285
Goddess Reborn!	Rain Harlow	2025-05-22	2025-05-22	not found in export								B0CNSC8DKW		Goddess Charging / Rain Harlow, Giancarlo Herrera (Narrator), Hannah Schooner (Narrator) [Read; Audio; book 1686900] | Goddess Alchemy / Rain Harlow, Giancarlo Herrera (Narrator), Hannah Schooner (Narrator) [Read; Audio; book 2905536] | Goddess of the River / Vaishnavi Patel [Want to Read; Book; book 969084]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Goddess Descension	Rain Harlow	2025-05-22	2025-05-22	not found in export								B0CZ28P5T1		Goddess Charging / Rain Harlow, Giancarlo Herrera (Narrator), Hannah Schooner (Narrator) [Read; Audio; book 1686900] | Goddess Alchemy / Rain Harlow, Giancarlo Herrera (Narrator), Hannah Schooner (Narrator) [Read; Audio; book 2905536] | Goddess Expansion: An Isekai LitRPG Fantasy / Rain Harlow, Giancarlo Herrera (Narrator), Hannah Schooner (Narrator) [Read; Audio; book 1686901]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Goddess Rising	Rain Harlow	2025-05-22	2025-05-22	not found in export								B0D82F669C		Goddess Charging / Rain Harlow, Giancarlo Herrera (Narrator), Hannah Schooner (Narrator) [Read; Audio; book 1686900] | Goddess Alchemy / Rain Harlow, Giancarlo Herrera (Narrator), Hannah Schooner (Narrator) [Read; Audio; book 2905536] | Wrath Goddess Sing /  [Read; Book; book 455447]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
Mandate of Heaven	Selkie Myth	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mandate of Heaven	Read	Ebook		1131906	31319314	B0D48HJ8DC			original exact match retained		
Curious Beginnings	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Curious Beginnings	Read	Ebook		638163	30616048	1039402895			original exact match retained		
A Demon's Pride: A LitRPG Adventure	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	A Demon's Pride	Read	Ebook		637746	30615615	B09K4P7RR4			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2627
The Plaguelands	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Plaguelands	Read	Ebook		932977	30958101	B09QD834XT			original exact match retained		
Primeval Knowledge	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Primeval Knowledge	Read	Ebook		932973	30958099	B0B69PVSKK			original exact match retained		
Corruption and Centinels	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Corruption and Centinels	Read	Ebook		932974	30958098	B0BBWHPDSP	9781039414662		original exact match retained		
Grand Skill	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Grand Skill	Read	Ebook		932975	30958097	B0C4QXTFCB	9781039427488		original exact match retained		
Wretched Insect: A LitRPG Adventure	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Wretched Insect	Read	Ebook		933069	30958193	B0CCYZ6SY6			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2623
The Treasures of Alexander: A LitRPG Adventure	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	The Treasures of Alexander	Read	Ebook		933068	30958192	B0CJ3X78WQ			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2622
Hellprinces: A LitRPG Adventure	V.A. Lewis	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Hellprinces	Read	Ebook		1459839	31503074	B0CLDB9854			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	2621
To Play with Magic	Draith	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	To Play With Magic: A Mage Litrpg Adventure	Read	Ebook		1103492	31127508	B0CB728QS6			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	993
Fleabag: A Monster Evolution LitRPG	SomeoneToForget	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Fleabag: A Monster Evolution LitRPG	Read	Book		1173884	31198351	B0CJK2Y3QF			original exact match retained		
Mistrunner: A Cyberpunk LitRPG	Nicholas Searcy	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Mistrunner: A Cyberpunk LitRPG	Read	Book		1612375	31687420	B0CGF5NL4G			original exact match retained		
Discount Armageddon	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Discount Armageddon	Read	Book		439121	30742851	B00A4FS7YM			original exact match retained		
Discount Armageddon	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Discount Armageddon	Read	Book		439121	30742851	B00A4FS7YM			original exact match retained		
Midnight Blue-Light Special	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Midnight Blue-Light Special	Read	Ebook		468233	30447740	B00BFF3GS2			original exact match retained		
Half-Off Ragnarok	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Half-Off Ragnarok	Read	Book		458732	30386067	B00K1ENZPC			original exact match retained		
Pocket Apocalypse	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Pocket Apocalypse	Read	Book		340848	21363964	B00TFV51JU			original exact match retained		
Chaos Choreography	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Chaos Choreography	Read	Book		459495	30385945	B01AO691QI			original exact match retained		
Magic for Nothing	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Magic for Nothing	Read	Ebook		461498	30448030	B06XKL2HHS			original exact match retained		
Tricks for Free	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Tricks for Free	Read	Ebook		461252	30385924	B079YWPXQK			original exact match retained		
That Ain't Witchcraft	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	That Ain't Witchcraft	Read	Ebook		476790	30411565	B07P7WV9HW			original exact match retained		
Imaginary Numbers	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Imaginary Numbers	Read	Book		459504	30385939	B0853F753S			original exact match retained		
Calculated Risks	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Calculated Risks	Read	Book		13688	1730076	B08XVM9PG7			original exact match retained		
Spelunking Through Hell	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Spelunking Through Hell	Read	Book		476217	30397586	B09T7783R1			original exact match retained		
Backpacking Through Bedlam	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Backpacking Through Bedlam	Read	Book		651393	30631997	B0BTTX5SPG			original exact match retained		
Aftermarket Afterlife	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Aftermarket Afterlife	Read	Book		1084104	31108140	B0CQKL1MDF			original exact match retained		
A Small Town in Southern Illvaria: An Isekai LitRPG	Acaswell	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	A Small Town in Southern Illvaria	Read	Ebook		1019997	31044534	B0CFRK9ZK7			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	40
Hunger Pangs	Joy Demorra	2025-05-22	2025-05-22	no read audiobook in export; edition scope needs review; finish date missing/different	manual book-level pairing	Hunger Pangs: True Love Bites: Fluff and Fangs	Read	Ebook	2025-01-06	573703	31708901	B0B2KC9FDB			provisional pairing accepted	ABS subtitle True Love Bites and series volume 1 agree; Fluff and Fangs variant not established.	1344
Rosemary and Rue	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Rosemary and Rue	Read	Book		27719	31534965	B003N40JHE			original exact match retained		
A Local Habitation	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Local Habitation	Read	Book		458726	30395516	B003C232NK			original exact match retained		
An Artificial Night	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	An Artificial Night	Read	Ebook		458727	3381280	B00414KJUW			original exact match retained		
Late Eclipses	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Late Eclipses	Read	Ebook		458728	30447776	B005Z4TH46			original exact match retained		
Late Eclipses	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Late Eclipses	Read	Ebook		458728	30447776	B005Z4TH46			original exact match retained		
One Salt Sea	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	One Salt Sea	Read	Book		458729	30395478	B005Z3FGO2			original exact match retained		
Ashes of Honor	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ashes of Honor	Read	Ebook		461561	30447764	B00915EYF2			original exact match retained		
Chimes at Midnight	Seanan McGuire	2025-05-22	2025-05-22	finish date missing/different	title/author	Chimes at Midnight	Read	Audio		346426	10472692	B00EED7OP8			original exact match retained		
The Winter Long	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Winter Long	Read	Book		357084	24910611	B00N42IF8U			original exact match retained		
A Red-Rose Chain	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Red-Rose Chain	Read	Ebook		474220	30447757	B0118JBF1E			original exact match retained		
Once Broken Faith	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Once Broken Faith	Read	Book		458731	30395321	B01KU8QI34			original exact match retained		
The Brightest Fell	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Brightest Fell	Read	Book		458745	30395283	B0759M7QK6			original exact match retained		
Night and Silence	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Night and Silence	Read	Ebook		215626	32315185	B07H9BK8BS			original exact match retained		
A Killing Frost	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Killing Frost	Read	Book		459505	30397831	B08HZJBBGH			original exact match retained		
When Sorrows Come	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	When Sorrows Come	Read	Book		458748	30397731	B09G3L8WP1			original exact match retained		
Be the Serpent	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Be the Serpent	Read	Book		651439	30632046	B0BDSXQS5W			original exact match retained		
Sleep No More	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Sleep No More	Read	Book		460226	31141826	B0C7XFD1YZ			original exact match retained		
Sleep No More	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Sleep No More	Read	Book		460226	31141826	B0C7XFD1YZ			original exact match retained		
The Innocent Sleep	Seanan McGuire	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Innocent Sleep	Read	Book		1097245	31121269	B0CLGS2TC6			original exact match retained		
Some Desperate Glory	Emily Tesh	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Some Desperate Glory	Read	Book		465106	31501092	B09YHYSMCT			original exact match retained		
Starter Villain	John Scalzi	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Starter Villain	Read	Book		773299	30775702	B0C6FPMDGV			original exact match retained		
The Grim Guys	Eric Ugland	2025-05-22	2025-05-22	finish date missing/different	manual book-level pairing	Press Start	Read	Audio		995901	31020658	B0C3WP44HL			paired manually	Press Start; both sources identify Eric Ugland, The Grim Guys volume 1.	367
A Stitch in Time	Andrew J. Robinson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	A Stitch in Time	Read	Book		467318	30385001	B0C8VHYFJ5			original exact match retained		
The Three-Body Problem	Cixin Liu, Ken Liu	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Three-Body Problem	Read	Book		208339	4682596	B0BVW67D5L			original exact match retained		
The Dark Forest	Cixin Liu, Joel Martinsen - translator	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Dark Forest	Read	Book	2023-12-01	427838	30492103	B010PKSKBA			original exact match retained		
Death's End	Cixin Liu, Ken Liu - translator	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Death's End	Read	Book		427523	6929659	B01LW7OXWP			original exact match retained		
Ever After	Kim Harrison	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Ever After	Read	Book		477400	30453583	B009R9KG5E			original exact match retained		
The Undead Pool	Kim Harrison	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Undead Pool	Read	Book		476182	30453582	B00HUBJFPI			original exact match retained		
American Demon	Kim Harrison	2025-05-22	2025-05-22	not marked read; no read audiobook in export; finish date missing/different	title/author	American Demon	Want to Read	Book		459465	30397980	0593214137			original exact match retained		
Million Dollar Demon	Kim Harrison	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Million Dollar Demon	Read	Book		461895	30397806	0593409744			original exact match retained		
Trouble with the Cursed	Kim Harrison	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Trouble with the Cursed	Read	Book		503501	30453575	B09GX6GXP1			original exact match retained		
Demons of Good and Evil	Kim Harrison	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Demons of Good and Evil	Read	Book		655482	30637115	B0BG96TCVH			original exact match retained		
Perfect Shadow	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Perfect Shadow	Read	Ebook		1950990	30412281	B0053ZUL9C			original exact match retained		
Night Angel Nemesis	Brent Weeks	2025-05-22	2025-05-22	not found in export								B0BHTX4773		Untitled Nemesis 3 / April Daniels [Want to Read; Ebook; book 1266256] | The Broken Eye / Brent Weeks [Read; Book; book 12127] | The Burning White / Brent Weeks [Read; Book; book 446514]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
The Way of Shadows	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Way of Shadows	Read	Book		196346	30400849	B0BLXKN5FV	9781668629994		original exact match retained		
The Way of Shadows	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Way of Shadows	Read	Book		196346	30400849	B09GWC6SB7			original exact match retained		
Shadow's Edge	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Shadow's Edge	Read	Book		249941	30598308	B0BLXMQ833	9781668630013		original exact match retained		
Beyond the Shadows	Brent Weeks	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Beyond the Shadows	Read	Book		59766	30819856	B0BLY76VZS	9781668630037		original exact match retained		
The Brightest Shadow	Sarah Lin	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Brightest Shadow	Read	Book		446708	30407819	177424568X			original exact match retained		
The Mayor of Noobtown	Ryan Rimmel	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	identifier	The Mayor of Noobtown	Read	Ebook		646489	30625708	1774240122			original exact match retained		
The Village of Noobtown	Ryan Rimmel	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Village of Noobtown	Read	Ebook		646490	30625709	1774240963			paired manually	Leading The variation; same author and Noobtown volume 2.	447
Castle of the Noobs	Ryan Rimmel	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	identifier	Castle of the Noobs	Read	Ebook		646488	30625707	177424389X			original exact match retained		
Dungeons and Noobs	Ryan Rimmel	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	identifier	Dungeons and Noobs	Read	Ebook		646487	30625706	1774246678			original exact match retained		
Noob Game Plus	Ryan Rimmel	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	identifier	Noob Game Plus	Read	Ebook		646486	30625705	1039400019			original exact match retained		
Nautical Noobs	Ryan Rimmel	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Nautical Noobs	Read	Ebook		646485	30625704	B09RRWFR4S			original exact match retained		
Tower of the Noobs	Ryan Rimmel	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Tower of the Noobs	Read	Ebook		646484	30625703	B0BRBRB95D			original exact match retained		
The Witch and the Vampire	Francesca Flores	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Witch and the Vampire	Read	Book		490723	30438047	B0BQPPFTMF			original exact match retained		
Hive Minds Give Good Hugs	"Natalie ""Thundamoo"" Maher"	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Hive Minds Give Good Hugs	Read	Ebook		917423	30941375	B0BBWT87ZT			paired manually	Natalie Maher / Thundamoo author alias; same title.	1177
Pattern Recognition	William Gibson	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Pattern Recognition	Read	Book		265984	30399419	B076MJR5K5			original exact match retained		
The Left-Handed Booksellers of London	Garth Nix	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Left-Handed Booksellers of London	Read	Book		450849	20775551	0655691308			original exact match retained		
The Amazing Adventures of Kavalier & Clay	Michael Chabon	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	The Amazing Adventures of Kavalier & Clay	Read	Book		467910	31547229	B00890C97U			original exact match retained		
Skyclad	Scott Browder	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	title/author	Skyclad	Read	Book		637737	30615606	1774244209			original exact match retained		
Skybound	Scott Browder	2025-05-22	2025-05-22	no read audiobook in export; finish date missing/different	manual book-level pairing	Skybound	Read	Book		1612399	31687463	B0BBKGQKZF			provisional pairing accepted	Inspected title, author where supplied, and series context; descriptive suffix or sparse export metadata.	1281
Forge of Destiny	Yrsillar	2025-05-22	2025-05-22	not found in export								1774246856		Sword of Destiny / Peter Kenny (Narrator), David   French (Translator), Andrzej Sapkowski [Want to Read; Audio; book 445143] | Rules for Ghosting /  [Read; Book; book 1295104] | Redemption /  [Want to Read; Book; book 2156065]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
This Quest Is Broken!	J. P. Valentine	2025-05-22	2025-05-22	not found in export								B08Y97ZFVX		The Unbroken / C.L. Clark [Read; Book; book 428981] | The Kiss Quotient / Helen Hoang [Read; Book; book 358461] | The Broken Eye / Brent Weeks [Read; Book; book 12127]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
This Class Is Bonkers!	J. P. Valentine	2025-05-22	2025-05-22	not found in export								B0916BW7P9		This Princess Kills Monsters / Ry Herman [Want to Read; Ebook; book 1762952] | This Poison Heart / Kalynn  Bayron [Want to Read; Book; book 465278] | This Ends In Embers / Kamilah Cole [Want to Read; Book; book 1254914]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
This Guild Is Batty!	J. P. Valentine	2025-05-22	2025-05-22	not found in export								B09J1LKZ4R		This Gilded Abyss / Rebecca Thorne, Natalie Naudus (Narrator) [Read; Audio; book 945984] | This World Is Not Yours /  [Read; Book; book 1476223] | The Gilded Nest / Sarah Painter, Kate Rawson (Narrator) [Want to Read; Audio; book 2024041]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
This Plot Is Bananas!: A Comedy LitRPG Adventure (This Trilogy Is Broken, Book 4)	J. P. Valentine	2025-05-22	2025-05-22	not found in export								B09Q9BHGSS		Lost Souls and a Demoness 2: A LitRPG Adventure / N. C. Lux, Rebecca Woods (Narrator), Daryl Mayfield (Narrator) [Read; Audio; book 2065318] | Lost Souls and a Demoness 1: A LitRPG Adventure / Rebecca Woods (Narrator), Daryl Mayfield (Narrator), N. C. Lux [Read; Audio; book 2059425] | He Who Fights with Monsters 3: A LitRPG Adventure (He Who Fights with Monsters, Book 3) / Shirtaloon, Travis Deverell [Read; Audio; book 567926]	not found in export after manual review	No corresponding work found after reviewing same-author titles, series and blank-author export entries; fuzzy candidates rejected.	
A Damsel and a Demigod	Annette Marie	2025-05-22	2025-05-22	not marked read; no read audiobook in export; finish date missing/different	title/author	A Damsel and a Demigod	Want to Read	Ebook		460330	30411687	1705250521			original exact match retained		
